ID,prob00,prob001,prob002,prob003,prob004,prob005,prob006,prob007,prob008,prob009,prob01,prob011,prob012,prob013,prob014,prob015,prob016,prob017,prob018,prob019,prob02,prob021,prob022,prob023,prob024,prob025,prob026,prob027,prob028,prob029,prob03,prob031,prob032,prob033,prob034,prob035,prob036,prob037,prob038,prob039,prob04,prob041,prob042,prob043,prob044,prob045,prob046,prob047,prob048,prob049,prob05,prob051,prob052,prob053,prob054,prob055,prob056,prob057,prob058,prob059,prob06,prob061,prob062,prob063,prob064,prob065,prob066,prob067,prob068,prob069,prob07,prob071,prob072,prob073,prob074,prob075,prob076,prob077,prob078,prob079,prob08,prob081,prob082,prob083,prob084,prob085,prob086,prob087,prob088,prob089,prob09,prob091,prob092,prob093,prob094,prob095,prob096,prob097,prob098,prob099,prob10
J07A0929,0.13610333062934904,0.19845264885660044,0.24552857380310192,0.21871628255943967,0.29162171007925286,0.34022532842579506,0.3367473290648342,0.2446888015851417,0.09787552063405668,0.29870112182547026,0.22097571642279173,0.1488394866424503,0.15298021442462809,0.15456446474291938,0.15298021442462809,0.22947032163694214,0.15141334197394996,0.08026425214333793,0.15887709738341702,0.1365747672394966,0.08366596900053502,0.05520015365631318,0.1115546253340467,0.1179590596721051,0.11510398289858034,0.028775995724645086,0.05836247970528876,0.03142991177293897,0.09132024076540604,0.06263575237759486,0.06109610208396531,0.0,0.033298126146077564,0.03188340201175187,0.03317696803372995,0.0354581549285551,0.03532552217496338,0.0,0.0354581549285551,0.040638016221287716,0.0,0.041308694873141635,0.0,0.041479358813246464,0.0,0.0,0.0,0.0,0.0,0.0,0.04861554189281221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05815336876070044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06941209598236246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J07A0930,0.01960879676616632,0.07147910416927941,0.14149602017023677,0.0875307817459963,0.19256771984119184,0.12254309444439479,0.15594477571833695,0.22914460824615396,0.26439762489940843,0.2331047678383699,0.17687002521279596,0.12508843229623898,0.22040297765132102,0.05567136311801662,0.11020148882566051,0.11020148882566051,0.32721830943345653,0.19273167925542467,0.1144493929349163,0.1574137439136712,0.24107991697039186,0.1789389963038404,0.12053995848519593,0.1487036220935922,0.0829168028878435,0.10364600360980439,0.021021124134484145,0.18112789730693046,0.21927947850676197,0.11280140362738186,0.08802290461443621,0.045770821168395634,0.023986782148291017,0.06890299605874652,0.19119603333225757,0.10217115929231262,0.1272362295956533,0.12965189446564546,0.10217115929231262,0.058548354208428695,0.0840351842297124,0.08927193023463834,0.028346919587914066,0.05976050058428536,0.029757310078212782,0.06285735502706333,0.0,0.032835210150613796,0.03225868237086942,0.10167978056850595,0.0,0.103102459022902,0.0,0.037916194495422766,0.0,0.0,0.0,0.0,0.0,0.0,0.08002053259094628,0.0,0.041891612204624645,0.0,0.041891612204624645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000199763437212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J07A0933,0.0,0.0,0.018579530545985445,0.03677911689574559,0.0,0.018389558447872795,0.1001086278690861,0.03703196734207786,0.07406393468415572,0.05650795069504789,0.027869295818978165,0.09385763625824955,0.0771750112504386,0.1072145651755417,0.06752813484413378,0.04823438203152414,0.06683649001587345,0.07086008164237877,0.06011239014201059,0.09301343295362388,0.1371745810419707,0.04177081816241152,0.04220756339752945,0.05578841391061314,0.0762133584480799,0.04355049054175995,0.04416379965997134,0.0832422674392814,0.09213793607192622,0.04739745181363497,0.04623237439647188,0.03606039388202904,0.12598605984476025,0.06031667031780251,0.11297488380113595,0.04024760921274802,0.12029118389822493,0.09533610522584735,0.09391108816307871,0.061502842786612416,0.10298843169520365,0.1406652048048853,0.10422080293543648,0.0470821177039436,0.0,0.1485658934751788,0.11505670424914687,0.05173822889801717,0.13554612744849645,0.03560359434767166,0.03678813962938142,0.10830525322069288,0.14307248316526677,0.05974430316564461,0.0780394256003164,0.12011342902560326,0.03942007417354516,0.04111690586486332,0.06167535879729498,0.10872699492477589,0.14710247672740825,0.10936585387630335,0.15401946750106066,0.14329916623266603,0.11001390535790048,0.1597556312322019,0.07070130053613036,0.10341237699695395,0.2068247539939079,0.08074216676453337,0.1368804664153475,0.05382811117635558,0.19640592970396972,0.07878782523695521,0.10765622235271116,0.057293790926586596,0.13808157228656984,0.028924079185028123,0.05338326091129331,0.0630309006058348,0.059010853412134134,0.1429965211231397,0.1260618012116696,0.0630309006058348,0.12181795585591239,0.09947327748868694,0.0,0.10085939057336207,0.1326310366515826,0.13848676282070502,0.2110066965584759,0.1429965211231397,0.14067113103898393,0.07708586298967947,0.03574913028078493,0.07274120304309344,0.19271465747419866,0.04261430509626458,0.2758102391632945,0.04564516631233136,0.0
J07A0934,0.0,0.0,0.04606500942936566,0.091188007275692,0.364752029102768,0.091188007275692,0.13538373833709755,0.0,0.045907454996740316,0.14010253247028137,0.09213001885873132,0.13962310474594133,0.09567162130829546,0.09666238862470412,0.09567162130829546,0.09567162130829546,0.14203758278975623,0.30117663899998043,0.14903917038483788,0.05124713464711494,0.3662644383720712,0.25891035402662116,0.10464698239202033,0.22130968758170577,0.16196483698775285,0.05398827899591762,0.16424574152220262,0.1769023246164768,0.05711036244229354,0.05875724521992209,0.2865646628213128,0.0,0.0,0.17945478095222622,0.18673557887447298,0.0665250571789524,0.0,0.06753451562987615,0.0,0.07624328897562646,0.07295529677386552,0.07750158726421999,0.07382828811946486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19853484194925478,0.0,0.0,0.0,0.10782855969455273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14342536557598157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J07A0935,0.04117677727115849,0.15009993662634047,0.14856470228092142,0.1347918522499915,0.269583704499983,0.23282229024998527,0.25469931010215335,0.24676095329013237,0.22208485796111915,0.2761281213875573,0.17332548599440833,0.23765823299170574,0.231413595359092,0.20783119574828882,0.24426990621237488,0.1028504868262631,0.1908694858749796,0.14839728102438793,0.14687067180693159,0.1515044885388283,0.12656174374206638,0.18091975587642686,0.08437449582804425,0.10408824840844619,0.14509842892044672,0.08705905735226804,0.1471418086479317,0.07924019142552093,0.09209358793690033,0.07895773052655368,0.046210121677670996,0.08009563816535688,0.050370167927702124,0.0,0.05018689171456087,0.017879216489265708,0.10687403106593577,0.03630103532857329,0.035758432978531415,0.020491080011880988,0.05882220626506693,0.02082925916517834,0.03968405296575748,0.04183062754123883,0.1041462958258917,0.021999168185146696,0.06571504272976818,0.0,0.022580147656624628,0.023724305005540302,0.024513621760521076,0.02405624963984409,0.023833936507696964,0.0,0.02600062113560387,0.0,0.0,0.0,0.02739807689348922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06890840147391179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03680402944244166,0.0,0.035571710869486496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J07A0936,0.0,0.02372239079139268,0.0939190250050101,0.08133888103331502,0.1859174423618629,0.09295872118093144,0.17251582143994887,0.25739394248920616,0.1520964205618036,0.15472500564368563,0.23479756251252526,0.10675075856126706,0.18286762362917056,0.03695227709198721,0.3047793727152842,0.10972057417750233,0.14479570779354128,0.1790978992487414,0.12661104512492433,0.15672679697605524,0.26669761598131814,0.11877207604858725,0.2000232119859886,0.21150669394306373,0.06879579788171435,0.11007327661074297,0.0697646294519357,0.12022497520289117,0.18921287849820662,0.07487276204047448,0.14606462728687752,0.12152287796200854,0.1273712258289479,0.030489913907004926,0.1586347182573287,0.13563371821794926,0.11823557765359248,0.05163443962713194,0.22040479210416752,0.058292851660646135,0.07437196287193903,0.07900653448641315,0.0940773827556855,0.07933294437447394,0.039503267243206575,0.02086101606049744,0.02077173328046643,0.0871784498099668,0.0,0.1349814057275682,0.06973614451374491,0.022811672053625737,0.06780258163683299,0.0,0.0,0.025298755791515092,0.07472527877200275,0.025980606052537946,0.025980606052537946,0.027480601110414178,0.0,0.02764207184751024,0.027805865984165123,0.09054667678020865,0.027805865984165123,0.028841442866485167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J07A0937,0.037435476937589945,0.034115483825423426,0.13506619154172766,0.11697452017681689,0.23394904035363379,0.183817103134998,0.26463710251215383,0.302859516796669,0.16825528710926055,0.15404682198476594,0.2025992873125915,0.17057741912711713,0.3155812166307374,0.1771385274120657,0.26298434719228114,0.19285518794100617,0.13882174779262746,0.16557625074993376,0.12745671252294596,0.20660830554881468,0.17259361537100676,0.17080769282401903,0.09588534187278154,0.14194626732594554,0.19787229293451317,0.09893614646725658,0.08026354876567462,0.02161214078828401,0.10465751619561932,0.10767550896612754,0.06301724147652102,0.08738182871171767,0.022896780476319364,0.04384794828986598,0.1368808113595901,0.0975283216758532,0.048581756396929736,0.024752056758311904,0.0975283216758532,0.0,0.05347765153045253,0.05681017088614762,0.10823514233326854,0.0,0.02840508544307381,0.0,0.02987210424898997,0.0313431203095319,0.0,0.03235309068920244,0.0,0.03280576716823593,0.032502596351469036,0.0,0.0,0.0,0.0,0.0,0.03736305304782568,0.0,0.0,0.0,0.0,0.0,0.0,0.04147726029243463,0.042830986215479684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J07A0939,0.0,0.06870591564477577,0.06800318595812771,0.04487191104293943,0.08974382208587886,0.157051688650288,0.17765280749273044,0.20331179159713247,0.1807215925307844,0.25278672118872375,0.15867410056896464,0.1832157750527354,0.1412346406814397,0.1664801306226918,0.21185196102215956,0.07061732034071985,0.30287415202728424,0.07410169252059713,0.17112523224104825,0.17652428812233859,0.15448446210509048,0.10192395005500209,0.3604637449118778,0.1905791188324375,0.05313324251383202,0.13283310628458003,0.1347037569769427,0.08705032175427044,0.11241176026109966,0.057826680490239146,0.14101310514760673,0.1466501394468353,0.09222464942857497,0.11774178363569421,0.030629694021327702,0.09820720521401781,0.03261328564631676,0.033232470674678515,0.16367867535669633,0.07503578996286325,0.14359974232360684,0.0,0.1089885548304627,0.0,0.03813708000979338,0.04027911077262057,0.04010672075209005,0.1262451847993998,0.0,0.0,0.08976583823717574,0.0880909983379567,0.0,0.048593536826352576,0.0,0.0,0.0,0.0,0.0,0.10612083064550193,0.05127730708565586,0.05337218813799484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0656723276733781,0.0,0.0,0.0,0.0,0.0656723276733781,0.0,0.0,0.0,0.06512959355668127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J07A0940,0.014624609964580752,0.053310462215460284,0.1451042958121932,0.1436206325165909,0.27418484389530984,0.15667705365446277,0.15507540131714626,0.2629236381899188,0.1577541829139513,0.2674675791351913,0.1582955954314835,0.26655231107730143,0.2602694291189387,0.09688175279264412,0.16438069207511918,0.20547586509389898,0.14913896458421924,0.18686579149672264,0.0995849317546204,0.1907784695964989,0.16481844763484504,0.13345607380216887,0.10488446667671956,0.14259338000442742,0.21644319673044093,0.10822159836522047,0.09406770190437443,0.0675442986993735,0.08177138262586606,0.08412941146670008,0.11488599533931422,0.05120511079761921,0.053669381768911305,0.05138915226501285,0.10694820216163835,0.09525146877301573,0.07591614124578736,0.07735745993351965,0.03810058750920629,0.0,0.041783348814200164,0.13316137405427336,0.021141666549672124,0.13371152081721677,0.022193562342378896,0.07032029896873454,0.093359114765086,0.0,0.02405913291218722,0.02527823183698729,0.0,0.051263837265826104,0.025395044132542673,0.02827861201527221,0.05540729044058233,0.05685296969355526,0.027987898195320132,0.0,0.05838526687626795,0.030878075486523594,0.0,0.0,0.03124355342073771,0.0,0.0,0.03240716046906603,0.03346485841994196,0.14684371555389797,0.0,0.0,0.07774712025339957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037901635221228774,0.0,0.0,0.0,0.044751372652143226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J07A0941,0.20767139277124733,0.2129106384704204,0.3278068440329103,0.3708058086850374,0.20857826738533353,0.2549289934709632,0.367015196235299,0.3966897282002731,0.21001220904720344,0.26111765243719465,0.11707387286889655,0.16559716325477142,0.1458892209374221,0.07370001875982457,0.07294461046871105,0.024314870156237015,0.04813165890589587,0.05102920992477161,0.05050425649103675,0.07814652293652002,0.07978785415074918,0.10528299287373809,0.05319190276716613,0.028122844811661885,0.0,0.0,0.0,0.0,0.0,0.05973243763296427,0.029132076879570565,0.030296638970491167,0.031754679521126386,0.060811062369386853,0.0,0.0,0.033688100965842044,0.0343276920815058,0.0338145858787117,0.0,0.03708306693266975,0.0,0.0,0.03955669277238321,0.0,0.0,0.0,0.0,0.0,0.04486927877987451,0.0,0.0,0.0,0.0,0.0,0.050457479840645275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11504648955889579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722042570291495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07676028111542098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
